buyer_id,total_transactions,flagged_transactions
f2451ebf0e27a26ca5b9c1de9b57f8d085d715f6118f7a39f65c8b34850f3a15,20,20.0
d87250fbdc522cec80a61f366d560d37cd54d9c9c14c38dcb4c49b6ebff8da6d,20,20.0
6a39a459ae956a4a8449a092b30277a234b98bbcb8ed8a6692e539949a9ee1b7,20,20.0
495af235424ec0663e224a45600c246dc0ad230ba58e10cb7ef2f9a1535833b1,19,19.0
c8f7bc364bb12994787b99a779876e6150da29c6abc2a268b2c1d4cf037f220f,19,19.0
178e06e8e7d1a83238e5988a86a33a80f5c9cec4e13a0dbe433cb74fce47adee,19,19.0
a773592fc81b0197825217b23dd9995a4e7f6b36dc482fc2b2a90904c5584d44,19,19.0
be5de79f79b08a72ba4f2d5eea5190410ba7b2a714d3ec16dd4ddc82177ed6cf,19,19.0
9a2493b35af7a48ee44fa9314015a980fdd61a02d9083a6e017d33e8e1ace743,18,18.0
51bc8425021e1e1e25540470f9455deabba071c261ace47810812be0064c882f,18,18.0
3576aba121cf86f45e0e917e1ad6bb9cded5093fdeeedbc805f0cbe1a00a8da6,18,18.0
9722a0c3234303b1486378d54c902cb2fcd163d22012489f16213e26ef9718bb,18,18.0
f9abdf20c905de4623930f7a9d188746c047f23359f4ee41c36f345ff2e55bd0,18,18.0
24921b00620dbc4ddc8d93b5e92bac612632bf0468c36fb7351751243adb0b8f,18,18.0
a4561435f71e6f2e57f231bbe321553e8c68ad23d144bf2200eef4de6a24f50c,18,18.0
34c4795dc6ef62e3ddba38be7c61e99c49338f902687cc4bfded2e86000b75c3,18,18.0
213fab66faf2a93610ae1e48d76cb7714de63abe74ca92f0ea6fa2545d19a604,17,17.0
338d1583f0efbf41507dc4afb666815a27cc29e67a4bfb4900e926176f87419b,17,17.0
102260675f8dfca32fb7c803966962fdc72970db40ac4683bf5e6063f16cd6f6,17,17.0
e86637da834f3542f92402e03818855c38db0cffdd1316a9bac93ed982a16a59,17,17.0
f2d6d9a79008436ae26162a6c5c52a7f95938028da98e226e2fcd7cd9f733c06,17,17.0
94d796d06856eeaeae5f1f21d758249a477da126fd6c004696e8be71f648e1ff,17,17.0
2e94361e53e2a7ebdcd8ebcfa59e54a9c15702d068cadb1669ac039a753ecffc,17,17.0
36c9b03cf7cbf89c40cec99a7c28189871eeee50675ce4a88131f28894e412a3,17,17.0
c98e63f7ac1f985740cd0ae380e3590c560d1ace1eb0d5e94d37ba95a82a54c5,17,17.0
9bfd076dc3593806a4ddbf296555f18fd86286c5bb412a9aa75ea943c0087720,17,17.0
e2a8649893472333a2a1fdff2e22653518d420397e0f8c145346326ffc50babb,17,17.0
f9a9055fe56c840876cf12f6d5529edcfe46f90445154674c8f7904e54c08b21,17,17.0
c9ae8e6eaa2c719eab5b1ef3c21cbd9df4df4e6d97a1eb38fed95569e713c171,17,17.0
3e7122b67682527c02865467c5c2cee423754c79085750123a1c600f67f41fc9,17,17.0
0a6e90e5ed08ad102d8318a51bdbb301704f105d0d5a9cde2507dc81e8b0a9ec,17,17.0
1a7568b51a49ec267d30fb5ac32fd3b9ee7b753b12c1310c54533cd809372e67,17,17.0
e0acabc7e7f6fdb9faa62cd916187797babd902f489a400a910eb1dbf30d0d16,17,17.0
5e8e15d18b45b579ae5e8bf6829ff103301be2db53b524be7fbbb48b5b6791b2,17,17.0
e21565709ff2c4e04a04021bdcc1e857790e65f7d7e7fc8aea25f4dce369c48a,17,17.0
f6d179f5d6a8c8ba9b2889ca457c2edfcddb910bc157af8c8be8333556409e08,17,17.0
4a12d3811489945ffe9a45bef0f4c3846fc6c5424df567b31f4de3ee1afcd06b,17,17.0
adbbcf0e6b8726a287085e14e7deacf17e4ad2b1865c500a1b0434cd976af501,17,17.0
4ce9c3f40c3d6e2f6ebd1fbb81bac95c6df01e7501fe9a3e28504dec8560b1ba,16,16.0
2e09d7c62e61fb505a49fd9cb644faf921208d35c19fc3a265a23c00f12cd272,16,16.0
4c16e785f50940445a23a70661dea9418349237fe8fe66319b1460e6fe2d79ae,16,16.0
18eafd4a2daa9d20222ae871768d1c65e0109a2a4df95aeb42b210227ce49acd,16,16.0
ea9d4c186538c5dceb474aa80a7b94a1cd021ff6dfc4945a572c308b78b6764d,16,16.0
e79b75b9a9d195ee75191bfb99eed5d51a6aa1bc51cebc7d0c5b6cbec1474373,16,16.0
5d80a60ca7447c4149e4011166991b42580510b2b602be7e1f29ceb5dbf2c15a,16,16.0
f4023a8aa56fafe4bce1a5ee4cd6c80c8f02c7c3868b4f9414f8b0a908071e98,16,16.0
7454ddb6b6b5c1e8975962ed944d6fe82968fee2e5e0c9f8a834309207a0f84b,15,15.0
875c121d84b1fc6115948b22ac75b4c262472163de6576d8b81be2da2b3f899d,15,15.0
1556a6450732d1059dfc510c7638255565ba0bb55650032abf1236d38ae5098f,15,15.0
c642f249d77dc1df502f50e69d2ed634f07e0e4d8a3e540303c758e870577e01,15,15.0
bc431109a9ebcb4a138ee9772b077bf054d8b636445cae5a93da0d1412b267a4,15,15.0
4fa3a29bae0856e5a7fedb0cfaaccc4a8101896ca81b76221e33f3aa62c0a0d6,15,15.0
66a3d8ad2234c10dab37e276c10260a23f9a9910c3dbc88f578139f1b9b0bc2a,15,15.0
5c35ff8714fc0cb9c27f81a118e4912bd9a34942b12cc7c79b1264c0c92a90d0,15,15.0
5edf0727ad9c20c63c3482d5443a651be7c6bf840a65caba301d92ed63784a39,15,15.0
4188fb45108c3dc2117e2f6bb4d9d3c8f945d81e2cbf7d52e07888ae2346bb5c,15,15.0
de1e326644eadcdc898050953d26285930d401af672415b93cd27eadf501b4d8,15,15.0
28aed05963d48d2266ab2900452191754995676afc6ca374bd6cc612c63a994a,15,15.0
f0827dbd364a6131f86618bf1d43d18580e1c25a42f0fc10abb6a03179241cf9,15,15.0
e3c3494b220dbbe9b2595c7e69c891083a0349739ac47e86682f1a3510360c27,15,15.0
ad96ade3b85059e43a4c26e61b03dd49e25ffb4af717ad6d6186d735a21b051d,15,15.0
81b2f6668df2e44799bf1133f2cf014d0321ef0ead8170645813310caa84639d,15,15.0
d767b004f71a7b119d6cae6081649bc6cc70b8bbe531ed373c6152c2139ff081,15,15.0
0c1e058a7c3eb92a46886ac0d12377a2c12880ca93d863822c5c90ef380a47c6,15,15.0
06812d867cf1e873b6657b3699e99d32e15af5fb701316b729e6212d99625824,15,15.0
98f716ba0176b7792baf4fb5789b7ef954b4f9594bbb192eda75b2e7994d04c2,14,14.0
ebf6d32c213ce25962462fa67e0b8889dc28f3a217aa802a3ddc841a013a8526,14,14.0
98fd5e85dda40f5639c910d2902c197cede9e39d46f04ba9e65192e8d262d8ee,14,14.0
db6fb0ec633060ad30728664f43b309c8add652ae679029b6edda4b9f8859948,14,14.0
288cf55dd3ca1b296b1e3cb40d9eac093f40d0e1dd7cd81fd75a0584c546fe64,14,14.0
b6b629f45feb5349d03e1a7148a963607f7491899519d71b2e31af1562dd76b1,14,14.0
80320d529b6243e283e611c9bb674deb0218f3531be93eccb34129954f62fc75,14,14.0
dd1fc16643ecc52ac71c08c54b825c33bf101b2bb5bf20e47759f6a4b98e2873,14,14.0
13ed7b075726d6144bbd241a8d262da1d984ec173905302f18a8d010d811ce63,14,14.0
bbce610a3267808752a7ec263a7ecfbe76a4987d529bcb45ca1918f926d43726,14,14.0
6b9b5da78b8d24c5ec69f7dd348f7a7c2b12519845b6ea3f578361da847bc7ab,14,14.0
3c0bccb6a9e5f69f6cb26303823c9e8f45cb35359c9583bcd0fd09f62c49fc59,14,14.0
4b4114f3b2512d3a6f5d766fb23ece1d7fa1c1ee283b8729ebb2b6f8a2d552b4,14,14.0
2369572ae91879c75a99cb91abf067a93647b052f1129a69f4feee8b9bd3b249,14,14.0
5f4f79b322ecd8cc7cc085611302853fea75f8e4aaea7adf8bebd92bef356408,14,14.0
6082bedb5a9172132e2f6b0face7dcf71c7874cd78ec840d7f10c73ee8d66827,14,14.0
85635e5ef9f76bb6199b70213bd0363e25016e65f835982282d8478d77be494e,14,14.0
3272cdeeb8430d1cbfdc7568060ac62bb3838e9363bf2d18060f705bfe68abda,13,13.0
bc14746b20fccf241b6bab56b6a397964a65dac66d551da7d9f77298edd9419e,13,13.0
9ef3c91097e95bc566ba9f1e82134e5c00879b9c3aa8a314f15dd330682842d0,13,13.0
1425ccbc267db8903c1b80fbb83547484501381ca817b8ca03a46cde04c98e51,13,13.0
b9624f079aadd2e963d92183a41ea23d4a73b1e21b82e1804e19fdae6d2999fb,13,13.0
459ab61ead8cfc88c6564dee2411c9613fbe30e1c5dab503d9fa73084b287ec9,13,13.0
da342dfcc6030e6c61b892b9fe341f91beaeb47722a47afd467e3ef7b737a82e,13,13.0
e1172eb7041917382ae05bea34545f3f3c7ff3db7b78415f6ad999232226c248,13,13.0
fce102f9b67eb77711fea04f153878a5922d12b18d1750b520f62e9738a49a1a,13,13.0
cae919f7d083445245396ce60ab3345ff8c745fae0de42575f2bb4e5552d2ea6,13,13.0
8afc6bdc59f2449ff3213e0a9947d88b2924d142d0e6f8efa5e5f6a9a9da6d5c,13,13.0
ae66b7c46108996043eca5265d741272c52d3113851141b55c8686472a197801,13,13.0
0396fec8d0cb09ca98ed6b1e5c379637f091bf14564c74fddfc3da5edd6c27af,13,13.0
0770cab03ae9d39f7cb590d27a2e3c2f3cfddb570654b821c189e0b9e1eeafbd,13,13.0
c7963e653245536af74be98874bc3f8d680d43e3fd59241508e2b15bb76ae7c2,13,13.0
a2713f25d18a3d508f5c2070ad09cd02eecb516831186c2866347599d2a6f88d,13,13.0
502180e2fb19b8a5eab58cd3515d8c328d52ac618b3dad29b48a8e0aa85e86c7,13,13.0
f91a5d447f853f4b9f6d917d219986c8cf4c95c12fb929afabf24f967aa117b9,13,13.0
39144a9f257a04b32f8e8dbbf00eaf37002eee6684373baa99de2401d76b63b8,12,12.0
d654a9fc71b57bec5a24c172af69467dfe798676558a5a947825dfebdb4fb0dc,12,12.0
65103a71465fe7714bd4e727ee4cb732ece719ef24925347bb57a532f25bd984,12,12.0
b3617e03fc2177884f0d872a23489f53d48902191f09a9059c4001ef502b8b9c,12,12.0
84b7b10a2235ffc8d00735c8fdb5085252a47835c71d4a39c08000de431cf81a,12,12.0
2fa84fa237b6bedda5149f66760a4a3084cab5488e06be6423a1dd3098dc55f6,12,12.0
40f6c4add7e770f94c4e9df428f42e0f95af6fd276994cf3ad33386320cc4b5c,12,12.0
0bd21dde61ce42dde126e2a7ace2119a17a7cd4b5d941d11377718a86bbc5e63,12,12.0
1430c6ee0adf6496659c4fe07f416c51c3e7b8761cfd24b63dc423fedd576135,12,12.0
1bc8d920edf02d2c8130c8b5aa7e02b3c3882c226502ba6e85c28c456876752e,12,12.0
d264835be5da78b749a41154868a52ae693f826334684ff5b573cd48167120f5,12,12.0
93af09819bc8c97175f65001bd1f0c1ed0915939489d81e3024ff5acada4a481,12,12.0
9d30fb840a32a0b6669595748f28478865e678f9ca1f918f9c13e4a09383c343,12,12.0
d2ac3cc9b92b35b703bcf92c1ddc0a8f413a7ea67b16a8e88f09fcb784b0f2b8,12,12.0
8810abe8c15866969b1ece56b5d7e590e4270d04a7e589ccd5d9d3e983b066a9,12,12.0
7e90f3d57ad7c454a10f047e7a48bf4bfcd2aa1017c617fd7494176fe86bfdca,12,12.0
2a0fd127db8fb82ff8b9375ad8e819d2d6d16890aedcc0ef3ca991c32b527613,12,12.0
98c2c8689e4cbda5ec220f3764c65dea375c4384e2b1caeb56956fc257f20171,12,12.0
0be3e273693201a10da72231ee9ceab8c8c201f4680114b4432e789df6140324,12,12.0
f125b22d379a264dff214839a4598d6209d1b342f6c7c03c3e04fb0a096bfb74,12,12.0
049362c8a32e142664c9d4432be65c1083f82bf285b23f9e72bb3e7538098364,11,11.0
196c2b7fbb37f9bb8c59fc2600fd570c87b6cafa8046933c18a33b377cc07577,11,11.0
794a635988d135e7a4cfd57e78606c1d09b2274e20afabbf7126b0714ef20f5e,11,11.0
9de3782b1ff1de514d50457042638574299f1de75a3663b4ea33a6b0879023bc,11,11.0
d30fc2e358f80fd6c9d64b1836bdfe278d7434e0ca5c75823e90a381855d073d,11,11.0
d5dc6e32de7b280b6d13eaedb4ea86dea975a7547ade76428a7fe54f52305fd3,11,11.0
77c15310d9b2435ba6f7ae6fefe1d8447dbfc467c9ae384783cd6f37304a2994,11,11.0
613a8d255e31c94d76211941a9f13c3f381896e65b4a39e87f0ff4c553a9dc24,11,11.0
c669185e29b81d3caf57cff78a82863be5b37ad6180d264f46318034768eeb39,11,11.0
a702cf2024253b0f38176ec91da7ca47014ca325a4e5192b5dc9a6a3fda417c3,11,11.0
b9ec92a9163f6b6ba46d51c14f88893e73812ec0646ec0c5f76d3211dac344ac,11,11.0
475bea496080f0deadf78b70fc133ff4b30ac0de2d522b487603195f75995114,11,11.0
6ee3a9157bdf0e1e5097a4125b62845e46918adc34dfae3cc749f7f9e2b43d7a,11,11.0
0104836daa6e1e44af47e550530b445a46ff5f21dc3464267d5e131bef376232,11,11.0
0bdf1376b509b3451b0c8521866fb6fc321c2aba543c942ca85c9137e383cbca,11,11.0
3e5c44097aa467bde204bbe75b004d050cfa5767a2d4f52d79944c3b851ea052,11,11.0
9e330716a7cf019f6af5adb276132acc6f5b79b6d3ceb72c5bbcb1c3d1e32dff,11,11.0
272639fb917db2e008eb1f8e1d7bcf472d80b47f0c0c6cc915bc45c07b0b481a,11,11.0
72e76f4fe5550c0dcceb455c020ccb8cb2433b1b407785d28811d7f27aaf79ab,11,11.0
e2b46e6c9ea8054348ee218ef98f6f6dae131bc98dd8c7fae59920e30dc09517,11,11.0
1d898dbc9411bb18bc7907845bd870de82b0c42cf932ec43980f5f86ef08225f,11,11.0
b2e3abdd6ee8db239ba47949cd8aa639a8ca081dd38c497c37dce16dc2c55e18,11,11.0
40068154e0e891d119caa33b5f9fdebb124fc1c1f0b9ea1939209b6d569a1a86,11,11.0
98ddd1c00c44a8f78adecc47e1620b38cf7b075af1ef0df5ef62a718ecaaf98f,11,11.0
89ff4b988709198362db8235197ee800a95eff6604cde3941c483be206c003b9,11,11.0
6e006aa34b88585f408a8e5906676010e642ba2cea1b48871738d4c7df1fdedf,11,11.0
b4251b69a4fc0fb439c195c141db6fbfe04312755d0c2a04eedcb0cc7522961c,10,10.0
4557499f7f9da5ffd94c5e30d70df56cfa0b9c909f146fef6cad115e1d7a172a,10,10.0
a1fe15719ef04bbb7b647a764d245ae395226e66bb9d09ed1144edff5b49e233,10,10.0
b958f0abcc3036f39ef281236179d70aa1f6e44c9775cf79a45495836da9191c,10,10.0
ecd5025956cb9286ef03e85f7e4cb1184df08f3c137f0987f931aefc50c03a06,10,10.0
06c44cca6fcbcf61df6c729b945f0bcb353af5f14817fc60707c41b088517e85,10,10.0
8764fbf59745f1235c38abb5c858dcd2a4b4b511f725c251932baedbf63d0ef2,10,10.0
fcaa7194c2118f4f8dc7f9496c0d9f853ddff55198ea0dc622961de9023f1751,10,10.0
a1072bf93afaa5448789107da1c11fc782246f68b1053b13e1d91a095d7f87f7,10,10.0
ef67c5c5bc16a6c233c6eaaef37b0633452697fe543434c3d0cc3371b05e1aec,10,10.0
3d99888cb187d85ea4149c571cb154797bfa560170033ac09d5c6c5a024ecba5,10,10.0
8f82cda080203903e64a63e8109b5a3644c0f8f62edc52b93b33a7b506648310,10,10.0
ae425fe3b139c9dc415b17f7b53453b3aa35a7b6449e023a907cdf1838937e26,10,10.0
3dc3954fafa067822c2c3ed1a713802bdddcbcbe93c39241f74aa5ee78761859,10,10.0
85242d50172a0cd49969482c6ca7f184dbdcc99860d821794a1cc54f94d320cf,10,10.0
c6a9b602f48fa02265ed59db5fb518e710be2d665e6dafe391a6aada91809750,10,10.0
523303670a0f4632c0f674a12f5b6ec8720f3fb9f04d41df4e567c563a1e1b9d,10,10.0
44ccbdd45ea00db0824a963ec8f36d52ef7e2b4693ef6f9dabc98a0ba5eee1aa,10,10.0
48bb0775c6fa8e2dd10b9cbc2a93c79bb56fdb75c829d3474858e2a69672a297,10,10.0
91e1ce6ca111a89715edd4f9b3d4351cf87547706654b1ca53cf5a4951029d87,10,10.0
92cb71ef445f7991c4e916650952a79dcaf4e4e507235bb0535a51254df6c322,10,10.0
3a05ddff027837df3f59a4252c16b9a51c2e9ecaaca8d9960be3a1a8df27efdc,10,10.0
ed654f3687ca1ef5da46e0d2988c906c02a740fa1fb1bf68f0d3725ac35e2201,10,10.0
dc0d4f581acfd4f06813eb0bde9e1834b18af2f2fc622a11ac316bb057e132e4,10,10.0
7b836df7527af61dcb0ec5fc1b918fcebb6e0e85cff0dc78ecd488292ebbedd3,10,10.0
21f041bdfdc807ee7fc2d6f235fbc8cfdcf59e5d82458c01002cd0bb513fbf90,10,10.0
