buyer_id,seller_id,total_transactions_with_seller
c799c01d50a17e52ffa074b3a6bad0f50781c6daad7d38b50cfa12abf61e8057,c799c01d50a17e52ffa074b3a6bad0f50781c6daad7d38b50cfa12abf61e8057,57
5faa2d14559a5f1e12114b9f4869a99111a079d57fb2decc8dd85e51b00d8afe,5faa2d14559a5f1e12114b9f4869a99111a079d57fb2decc8dd85e51b00d8afe,56
51735a0d0780189ed3852febcc4a97b0c8f725a9588c3ad1df55ba988acfa114,51735a0d0780189ed3852febcc4a97b0c8f725a9588c3ad1df55ba988acfa114,55
d7038125cd4850d7254a45bf25736c5dd2a44919191dad7fd6882ec175ea68a4,d7038125cd4850d7254a45bf25736c5dd2a44919191dad7fd6882ec175ea68a4,55
45c5dbe8c3a70cd95386e2382fdd09312e15e23435c473dc814b62d8eaadacb7,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,55
b6b3dcc26af10b5d1b44b2b008029ddc831ee7c0d940e42ade145308b494df2e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,55
e21565709ff2c4e04a04021bdcc1e857790e65f7d7e7fc8aea25f4dce369c48a,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,54
bdb7c78dfacb85e5972f028e908c621d4e4a2cdefeda3d415cd34bb5de057ea8,bdb7c78dfacb85e5972f028e908c621d4e4a2cdefeda3d415cd34bb5de057ea8,53
e7c2fd799846b0697006cea79756964995dd5cad260ad170bf4404c1355ef818,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,53
e160840e134c5d83566c5c5b5401fd2ad362de00ba263983afaed2c91593ec81,e160840e134c5d83566c5c5b5401fd2ad362de00ba263983afaed2c91593ec81,52
d6b762509e106d03205b7df124133b6a509b0741d5e801561c6e96fb3a9f6a94,d6b762509e106d03205b7df124133b6a509b0741d5e801561c6e96fb3a9f6a94,52
fd89f86583687ca517a268895837fd465203b8c102d01b4f8af7e760502609de,fd89f86583687ca517a268895837fd465203b8c102d01b4f8af7e760502609de,52
f6cf8d5d495c748bd063b78d8f6e7daf3cebd36484db4e36747305fb3d8bbdcb,f6cf8d5d495c748bd063b78d8f6e7daf3cebd36484db4e36747305fb3d8bbdcb,51
3b7a45da383c9a053b40ab63338abc9c6a8b798615d7f70c2bea658fa025bfc3,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,51
a25cdd0a9ff98ac46a371e5f169e361ce2527002e4c8e35ada9413009409b6e2,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,50
288cf55dd3ca1b296b1e3cb40d9eac093f40d0e1dd7cd81fd75a0584c546fe64,288cf55dd3ca1b296b1e3cb40d9eac093f40d0e1dd7cd81fd75a0584c546fe64,50
0c1e058a7c3eb92a46886ac0d12377a2c12880ca93d863822c5c90ef380a47c6,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,50
4188fb45108c3dc2117e2f6bb4d9d3c8f945d81e2cbf7d52e07888ae2346bb5c,4188fb45108c3dc2117e2f6bb4d9d3c8f945d81e2cbf7d52e07888ae2346bb5c,49
72d999024f5c412885c80dd6291aac3c84c4af118983be0c6f5ffa138c7b4593,72d999024f5c412885c80dd6291aac3c84c4af118983be0c6f5ffa138c7b4593,49
9690fe2001507527378c5e1f0e872ab7f193632d1d6025473e73570126b5eb53,9690fe2001507527378c5e1f0e872ab7f193632d1d6025473e73570126b5eb53,48
be5de79f79b08a72ba4f2d5eea5190410ba7b2a714d3ec16dd4ddc82177ed6cf,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,48
ff04269fc5dbbbd99acacbe1860b9a7d6203adf483303abdce62670636b57b1e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,48
6082bedb5a9172132e2f6b0face7dcf71c7874cd78ec840d7f10c73ee8d66827,6082bedb5a9172132e2f6b0face7dcf71c7874cd78ec840d7f10c73ee8d66827,47
f733bfd6d472a53fa98e9a1b095fb718c07ab7ed8d69de06818393dd889ac58e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,47
6802c76bb9086e2a405981e40778048f4530e51e36ac2f6ed14ca48513164933,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,47
55d8027d2419eb22740ee1735bb4d59fcc9e0f3a034e45470598de2d4c5a3a94,55d8027d2419eb22740ee1735bb4d59fcc9e0f3a034e45470598de2d4c5a3a94,47
4c6c71fde622b4d3b805242059f4464d93cdb4e1f14067bc2c9a81cf04c9087d,4c6c71fde622b4d3b805242059f4464d93cdb4e1f14067bc2c9a81cf04c9087d,47
fc6cfedf557d13dd0047986ea91a1ed24dca7c2da85c8fc28ffde05f9fd1ae61,fc6cfedf557d13dd0047986ea91a1ed24dca7c2da85c8fc28ffde05f9fd1ae61,46
b4c5286fbf6443dd4df37457f3ef23a2b71253b1c86452f824e8856befba3483,f0c9669d6f2a1f6512c1b3e4f31db09d50247a213ebf32f021251051a0d47d04,46
0c977a15cdbf90bbfda190eeaa7f0607ad8a5d2e8df27e55b60a67539a3756d9,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,46
d20feaa1595b42c5426acfa4fcbd30f41fd3db08803ef258c1ae201d0d416d8f,d20feaa1595b42c5426acfa4fcbd30f41fd3db08803ef258c1ae201d0d416d8f,46
6691a467677829769dcf09c2a14b6612fb8013af86fdf7c3772d3cb1b1b3bab5,6691a467677829769dcf09c2a14b6612fb8013af86fdf7c3772d3cb1b1b3bab5,45
ada3cfdce79ea39b7768f0c7ffe26b6f4b8b310bf92ddb83da3c6613f9b77bf6,ada3cfdce79ea39b7768f0c7ffe26b6f4b8b310bf92ddb83da3c6613f9b77bf6,44
8ce61e4c928ef697e1e10954fe2876c3fbcb1fce519f6a7142033d6fec468a47,8ce61e4c928ef697e1e10954fe2876c3fbcb1fce519f6a7142033d6fec468a47,44
e4d343fd1d1002d850025dc31d21863baa0d8c99f6768c9c3c3d6cbb32fc62e3,e4d343fd1d1002d850025dc31d21863baa0d8c99f6768c9c3c3d6cbb32fc62e3,44
44b3902b8c4958de649692a5786d3bc94b6df465fd1fa5178e8802414884f95f,44b3902b8c4958de649692a5786d3bc94b6df465fd1fa5178e8802414884f95f,43
f66bd25e3b356f4a49d12a8086bd1985d18e748612a685d79f8c13a4e0d8e02d,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
38ca1721167afa4a73060bd4228686db62e3b972f874c1721567c5c2dad64804,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
a702cf2024253b0f38176ec91da7ca47014ca325a4e5192b5dc9a6a3fda417c3,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
502180e2fb19b8a5eab58cd3515d8c328d52ac618b3dad29b48a8e0aa85e86c7,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
d95f24d6fcc06a35971e741dce54d071cda2e79caab9e85c8a051bea13f0ebe1,d95f24d6fcc06a35971e741dce54d071cda2e79caab9e85c8a051bea13f0ebe1,43
63b68bc3a1034f43710764e89113b89027854210f0ba4d586455784b942861c8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
71aedd9f301da0ef2b97415a4020ad0a3c808daf5414a35331f720b04735dd54,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,43
9ef0f7ee668c4fae0d4c388c68b7b52bf393b8202e5c9809847690769881970b,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,42
02611e2fdd7d730bddbd654baf24f03a739704bcb34c010c3cb54d3069087eea,f0c9669d6f2a1f6512c1b3e4f31db09d50247a213ebf32f021251051a0d47d04,42
9bfd076dc3593806a4ddbf296555f18fd86286c5bb412a9aa75ea943c0087720,9bfd076dc3593806a4ddbf296555f18fd86286c5bb412a9aa75ea943c0087720,42
d87250fbdc522cec80a61f366d560d37cd54d9c9c14c38dcb4c49b6ebff8da6d,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,42
3bc744200df11e793d395c09962710dd136ba5f3143e616fd0e7d4e498dddb09,3bc744200df11e793d395c09962710dd136ba5f3143e616fd0e7d4e498dddb09,41
a4561435f71e6f2e57f231bbe321553e8c68ad23d144bf2200eef4de6a24f50c,a4561435f71e6f2e57f231bbe321553e8c68ad23d144bf2200eef4de6a24f50c,41
2e94361e53e2a7ebdcd8ebcfa59e54a9c15702d068cadb1669ac039a753ecffc,2e94361e53e2a7ebdcd8ebcfa59e54a9c15702d068cadb1669ac039a753ecffc,41
ef94cd30ccff44e70a6f9ff3f44c042d84593a2841011b691944d2135cb1112f,ef94cd30ccff44e70a6f9ff3f44c042d84593a2841011b691944d2135cb1112f,41
57f2a953791371a650753ee4f2364983170bbc899bcd8b9673ae562165def4d9,57f2a953791371a650753ee4f2364983170bbc899bcd8b9673ae562165def4d9,41
cab4c33cabe9bc56a48da571a1ef7bca2a4f83130474ccb7ee94e1220373ff6c,cab4c33cabe9bc56a48da571a1ef7bca2a4f83130474ccb7ee94e1220373ff6c,41
4a12d3811489945ffe9a45bef0f4c3846fc6c5424df567b31f4de3ee1afcd06b,4a12d3811489945ffe9a45bef0f4c3846fc6c5424df567b31f4de3ee1afcd06b,40
cb9d01af913d4666922eaf818eb79afae15e12be87c7e61e7e412c65e30a10f0,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,40
495af235424ec0663e224a45600c246dc0ad230ba58e10cb7ef2f9a1535833b1,495af235424ec0663e224a45600c246dc0ad230ba58e10cb7ef2f9a1535833b1,40
fdc3806868b7c73bed40a9f03595cacc69942afd65a275427fd2f6db61d9aa40,fdc3806868b7c73bed40a9f03595cacc69942afd65a275427fd2f6db61d9aa40,40
a376810ffba8096ca506a73c9614a741cce2169e0d6fa51fd307fa43c8a2a84e,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,40
06d9047b0c0ba571f03629afee81790061ad19586da9de9545b90a8a22e5f3a4,06d9047b0c0ba571f03629afee81790061ad19586da9de9545b90a8a22e5f3a4,39
e0acabc7e7f6fdb9faa62cd916187797babd902f489a400a910eb1dbf30d0d16,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,39
20c73581cf9debc7df98bfad1be890871116d116c18aeb5d12244f1e8b5d6201,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,39
81401115f07b422619c89c573e256608fcbcc32ca4b0932284d206ef2ed2e795,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,39
d264835be5da78b749a41154868a52ae693f826334684ff5b573cd48167120f5,d264835be5da78b749a41154868a52ae693f826334684ff5b573cd48167120f5,39
6450c30366c0002df597873b98713ad214b9b9558ddbbabc43688a94a43f9dd7,6450c30366c0002df597873b98713ad214b9b9558ddbbabc43688a94a43f9dd7,38
bbd8bba50d7d4479e3d98126c606d6010a075d335199807b71b4ff8ea4eeba25,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,38
7363fe00451132deca1aeeb9f52db38c094bb8f3b0b1f011e6aec401a7eec090,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,38
8b968cbeaecc9c9928088a77bdb7b7512a1f53cb6f739b28d2ad3b174ec575d1,8b968cbeaecc9c9928088a77bdb7b7512a1f53cb6f739b28d2ad3b174ec575d1,38
333215e498a0f5f3f3abf206c3cc49c2453df1bb578fe44a131c7d3d2e737ce8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,37
b37f6ad251392b42c653ac477be6c15c1089338fa93ce2d35c124d76629ba4f8,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,37
826de0083aa830dc56d9a7823622e1029662394e0329b3d9cdf5b743208e05dc,826de0083aa830dc56d9a7823622e1029662394e0329b3d9cdf5b743208e05dc,37
ec9baf728cb9577bd3af9a327d856a409ea1e89078a9526db6aa1233c8724465,ec9baf728cb9577bd3af9a327d856a409ea1e89078a9526db6aa1233c8724465,37
923da1df01b3c63925b43c2e6a98b00c328fb3e3d9bf336760bb474201e8f27b,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,37
7f5780906f6a1ff9bb88d727ab48ea721fd69b65bca1c8c7bd93562b427d4d80,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,36
f0798f4d087edcdbdc15c07a74b03db591a944dd7126980d927e1843b76deb1a,f0798f4d087edcdbdc15c07a74b03db591a944dd7126980d927e1843b76deb1a,36
6b2e11b711bea9c80b2f45084bae15af780d3a89f579a8186c7e47e7323e14db,5d2233f5a1a6435891142442fac09a77809d0c16496f07b2575c3a451fbd7f60,36
55c5e6e55bfe46162bece3e81bde486fc8aea3007c234311f611794c89049e09,55c5e6e55bfe46162bece3e81bde486fc8aea3007c234311f611794c89049e09,36
8222da2a560c004e632a98f4670a524c8646e9b6e77c34ae6509491ba03348b7,8222da2a560c004e632a98f4670a524c8646e9b6e77c34ae6509491ba03348b7,36
67db0dab27023e52e8840dbf30391b58f3f9006c99d0e524cde21b311549d31f,67db0dab27023e52e8840dbf30391b58f3f9006c99d0e524cde21b311549d31f,36
53232f773305bbd73ea4306445245f70726fd9acc489b7334bbba965f47988e9,53232f773305bbd73ea4306445245f70726fd9acc489b7334bbba965f47988e9,35
